,Unnamed: 0,Engagements,Followers,Created,Type,Description,datetime,year,month,month_int,weekday,day_time,is_playoffs,clean_words,season_yr,is_season,is_finals,Followers_Mentioned,all_nba,league_type,same_day_post
2200,2200,714805,33498380,2019-01-02 01:27:11 EST,Video,@bensimmons off the back!,2019-01-02 01:27:11,2019,January,1,Wednesday,deadzone,False,bensimmons back,2019.0,True,False,0,1,1,1
2201,2201,652055,33498380,2019-01-02 00:04:01 EST,Video,@bosnianbeast27 puts up monster line (24p/23r/7a/5s/5b) for the @trailblazers!,2019-01-02 00:04:01,2019,January,1,Wednesday,postgame,False,bosnianbeast27 puts monster line 24p 23r 7a 5s 5b trailblazers,2019.0,True,False,1400000,0,1,0
2202,2202,390966,33498380,2019-01-01 23:26:10 EST,Photo,Nikola Jokic notches his 3rd triple-double of the season for the @nuggets with 19p/15a/14r! #TripleDoubleAlert,2019-01-01 23:26:10,2019,January,1,Tuesday,night,False,nikola jokic notches 3rd triple double season nuggets 19p 15a 14r tripledoublealert,2019.0,True,False,946000,1,1,0
2203,2203,635477,33498380,2019-01-01 22:25:59 EST,Video,@jmglitxh27 punches it home for the @nuggets!,2019-01-01 22:25:59,2019,January,1,Tuesday,night,False,jmglitxh27 punches home nuggets,2019.0,True,False,946000,0,1,1
2204,2204,696631,33498380,2019-01-01 22:10:01 EST,Video,@damianlillard hits ahead with the left!,2019-01-01 22:10:01,2019,January,1,Tuesday,night,False,damianlillard hits ahead left,2019.0,True,False,0,1,1,1
2205,2205,696631,33498380,2019-01-01 22:06:02 EST,Video,Kawhi Leonard goes off for a career-high 45 in the @raptors home W!,2019-01-01 22:06:02,2019,January,1,Tuesday,night,False,kawhi leonard goes career high 45 raptors home w,2019.0,True,False,2400000,1,1,1
2206,2206,696631,33498380,2019-01-01 21:12:11 EST,Video,Kawhi Leonard weaves around for the @raptors bucket!,2019-01-01 21:12:11,2019,January,1,Tuesday,night,False,kawhi leonard weaves around raptors bucket,2019.0,True,False,2400000,1,1,0
2207,2207,756691,33498380,2019-01-01 20:47:18 EST,Video,???? @giannis_an34 ????,2019-01-01 20:47:18,2019,January,1,Tuesday,evening,False,giannis_an34,2019.0,True,False,0,1,1,0
2208,2208,705520,33472864,2019-01-01 15:35:03 EST,Video,2018 was a lot of fun... what was your fave NBA memory??,2019-01-01 15:35:03,2019,January,1,Tuesday,afternoon,False,2018 lot fun fave nba memory,2019.0,True,False,0,0,1,0
2209,2209,308217,33472864,2019-01-01 12:41:03 EST,Photo,"@jharden13â€™s 408 points, 89 assists & 68 rebounds over his last 10 games are the most ever over a 10-game span in @nbahistory!",2019-01-01 12:41:03,2019,January,1,Tuesday,lunch,False,jharden13â 408 points 89 assists 68 rebounds last 10 games ever 10 game span nbahistory,2019.0,True,False,0,1,1,0
2210,2210,427980,33472864,2018-12-31 23:46:59 EST,Album,2018 ends with seven games!,2018-12-31 23:46:59,2018,December,12,Monday,postgame,False,2018 ends seven games,2019.0,True,False,0,0,1,0
2211,2211,353476,33472864,2018-12-31 22:37:29 EST,Photo,@russwest44 notches his 10th triple-double of the season for the @okcthunder with 32/11/11! #TripleDoubleAlert,2018-12-31 22:37:29,2018,December,12,Monday,night,False,russwest44 notches 10th triple double season okcthunder 32 11 11 tripledoublealert,2019.0,True,False,4200000,1,1,0
2212,2212,353476,33472864,2018-12-31 21:40:41 EST,Photo,@jharden13 notches his 4th triple-double of the season for the @houstonrockets with 43p/13a/10r! #TripleDoubleAlert,2018-12-31 21:40:41,2018,December,12,Monday,night,False,jharden13 notches 4th triple double season houstonrockets 43p 13a 10r tripledoublealert,2019.0,True,False,3700000,1,1,0
2213,2213,598451,33472864,2018-12-31 20:33:11 EST,Video,@ygtrece jumps out strong with 4 quick points for the @okcthunder!,2018-12-31 20:33:11,2018,December,12,Monday,evening,False,ygtrece jumps strong 4 quick points okcthunder,2019.0,True,False,4200000,1,1,1
2214,2214,656492,33472864,2018-12-31 20:31:47 EST,Video,@jharden13 steps back to cap 20-point second quarter for the @houstonrockets!,2018-12-31 20:31:47,2018,December,12,Monday,evening,False,jharden13 steps back cap 20 point second quarter houstonrockets,2019.0,True,False,3700000,1,1,1
2215,2215,656043,33472864,2018-12-31 20:05:19 EST,Video,The @houstonrockets move the ball!,2018-12-31 20:05:19,2018,December,12,Monday,evening,False,houstonrockets move ball,2019.0,True,False,3700000,0,1,1
2216,2216,725043,33472864,2018-12-31 19:59:42 EST,Video,Itâ€™s really him! #ThisIsWhyWePlay,2018-12-31 19:59:42,2018,December,12,Monday,evening,False,itâ really thisiswhyweplay,2019.0,True,False,0,0,1,0
2217,2217,606087,33441348,2018-12-31 18:40:25 EST,Video,@_kw15 skates around to get open shot!,2018-12-31 18:40:25,2018,December,12,Monday,evening,False,_kw15 skates around get open shot,2019.0,True,False,0,1,1,0
2218,2218,611449,33441348,2018-12-31 14:17:27 EST,Video,@zo or @jharden13 ...who had your favorite assist of the week? #StateFarmAssists,2018-12-31 14:17:27,2018,December,12,Monday,afternoon,False,zo jharden13 favorite assist week statefarmassists,2019.0,True,False,0,1,1,0
2219,2219,315943,33441348,2018-12-31 11:39:42 EST,Album,?? the NBA stat leaders ahead of Week 12â€™s action!,2018-12-31 11:39:42,2018,December,12,Monday,lunch,False,nba stat leaders ahead week 12â action,2019.0,True,False,0,0,1,0
2220,2220,437600,33441348,2018-12-31 00:27:43 EST,Album,Six winners in Sundayâ€™s NBA action!,2018-12-31 00:27:43,2018,December,12,Monday,postgame,False,six winners sundayâ nba action,2019.0,True,False,0,0,1,0
2221,2221,702451,33441348,2018-12-30 22:56:04 EST,Video,@1ngram4 with the ball-fake!,2018-12-30 22:56:04,2018,December,12,Sunday,night,False,1ngram4 ball fake,2019.0,True,False,0,0,1,1
2222,2222,864222,33441348,2018-12-30 22:15:13 EST,Video,"Happy Birthday, @kingjames ...from @staplescenterla!",2018-12-30 22:15:13,2018,December,12,Sunday,night,False,happy birthday kingjames staplescenterla,2019.0,True,False,0,2,1,1
2223,2223,702451,33441348,2018-12-30 20:53:41 EST,Video,@ygtrece creates space with the stepback!,2018-12-30 20:53:41,2018,December,12,Sunday,evening,False,ygtrece creates space stepback,2019.0,True,False,0,1,1,1
2224,2224,708181,33441348,2018-12-30 20:29:30 EST,Video,@therea1djones goes full #AirplaneMode!,2018-12-30 20:29:30,2018,December,12,Sunday,evening,False,therea1djones goes full airplanemode,2019.0,True,False,0,0,1,1
2225,2225,702451,33441348,2018-12-30 19:35:15 EST,Video,@lukadoncic to the bucket!,2018-12-30 19:35:15,2018,December,12,Sunday,evening,False,lukadoncic bucket,2019.0,True,False,0,0,1,1
2226,2226,640785,33441348,2018-12-30 19:29:04 EST,Video,@lukadoncic fakes baseline for the @dallasmavs!,2018-12-30 19:29:04,2018,December,12,Sunday,evening,False,lukadoncic fakes baseline dallasmavs,2019.0,True,False,1200000,0,1,1
2227,2227,601688,33409078,2018-12-30 18:02:47 EST,Video,@evanfournier10 floats in the #TissotBuzzerBeater for the @orlandomagic win! #ThisIsYourTime,2018-12-30 18:02:47,2018,December,12,Sunday,evening,False,evanfournier10 floats tissotbuzzerbeater orlandomagic win thisisyourtime,2019.0,True,False,894000,0,1,0
2228,2228,711414,33409078,2018-12-30 17:13:55 EST,Video,Will it.. Will it.. Will it....,2018-12-30 17:13:55,2018,December,12,Sunday,evening,False,,2019.0,True,False,0,0,1,0
2229,2229,648961,33409078,2018-12-30 15:57:06 EST,Video,@youngheirgordon with the reverse SLAM in traffic!,2018-12-30 15:57:06,2018,December,12,Sunday,afternoon,False,youngheirgordon reverse slam traffic,2019.0,True,False,0,0,1,0
2230,2230,435972,33409078,2018-12-30 08:01:50 EST,Photo,Join us in wishing @kingjames of the @lakers a HAPPY 34th BIRTHDAY! #NBABDAY,2018-12-30 08:01:50,2018,December,12,Sunday,morning,False,join us wishing kingjames lakers happy 34th birthday nbabday,2019.0,True,False,8400000,2,1,0
2231,2231,437134,33409078,2018-12-30 01:45:47 EST,Album,Swipe through to recap Saturdayâ€™s NBA action!,2018-12-30 01:45:47,2018,December,12,Sunday,deadzone,False,swipe recap saturdayâ nba action,2019.0,True,False,0,0,1,0
2232,2232,482865,33409078,2018-12-30 00:36:01 EST,Photo,@stephencurry30 ?? @sdotcurry! #ThisIsWhyWePlay,2018-12-30 00:36:01,2018,December,12,Sunday,postgame,False,stephencurry30 sdotcurry thisiswhyweplay,2019.0,True,False,0,2,1,0
2233,2233,696043,33409078,2018-12-29 23:05:35 EST,Video,???? @demar_derozan rocks the rim for the @spurs!!,2018-12-29 23:05:35,2018,December,12,Saturday,night,False,demar_derozan rocks rim spurs,2019.0,True,False,2600000,1,1,0
2234,2234,770065,33409078,2018-12-29 22:06:36 EST,Video,Vince Carter throws it down!,2018-12-29 22:06:36,2018,December,12,Saturday,night,False,vince carter throws,2019.0,True,False,0,0,1,0
2235,2235,702464,33409078,2018-12-29 21:10:34 EST,Video,@dk2house tosses it in off the wild catch!,2018-12-29 21:10:34,2018,December,12,Saturday,night,False,dk2house tosses wild catch,2019.0,True,False,0,0,1,0
2236,2236,640797,33409078,2018-12-29 20:16:59 EST,Video,@timfraz23 beats the buzzer off the @jrue_holiday11 dish!,2018-12-29 20:16:59,2018,December,12,Saturday,evening,False,timfraz23 beats buzzer jrue_holiday11 dish,2019.0,True,False,0,0,1,1
2237,2237,702464,33409078,2018-12-29 20:16:24 EST,Video,@jcollins20_ climbs the ladder for the PUTBACK SLAM!,2018-12-29 20:16:24,2018,December,12,Saturday,evening,False,jcollins20_ climbs ladder putback slam,2019.0,True,False,0,0,1,1
2238,2238,380227,33409078,2018-12-29 19:30:04 EST,Photo,@giannis_an34 notches his 3rd triple-double of the season for the @bucks with 31/10/10! #TripleDoubleAlert,2018-12-29 19:30:04,2018,December,12,Saturday,evening,False,giannis_an34 notches 3rd triple double season bucks 31 10 10 tripledoublealert,2019.0,True,False,1800000,1,1,1
2239,2239,702464,33409078,2018-12-29 19:26:48 EST,Video,@giannis_an34 gets into the lane!,2018-12-29 19:26:48,2018,December,12,Saturday,evening,False,giannis_an34 gets lane,2019.0,True,False,0,1,1,1
2240,2240,380227,33409078,2018-12-29 19:22:33 EST,Photo,Congrats to @jharden13 of the @houstonrockets for moving up to 15th on the all-time 3PM list! #ThisIsWhyWePlay,2018-12-29 19:22:33,2018,December,12,Saturday,evening,False,congrats jharden13 houstonrockets moving 15th time 3pm list thisiswhyweplay,2019.0,True,False,3700000,1,1,1
2241,2241,648973,33381382,2018-12-29 17:29:38 EST,Video,@giannis_an34 makes it count with the left!,2018-12-29 17:29:38,2018,December,12,Saturday,evening,False,giannis_an34 makes count left,2019.0,True,False,0,1,1,1
2242,2242,592002,33381382,2018-12-29 17:24:15 EST,Video,@_bigjayy_ protects the paint for the @brooklynnets!,2018-12-29 17:24:15,2018,December,12,Saturday,evening,False,_bigjayy_ protects paint brooklynnets,2019.0,True,False,1200000,0,1,1
2243,2243,648287,33381382,2018-12-29 15:47:40 EST,Video,"@ccapela15â€™s energy & effort earns him the SLAM! #NBABreakdown
...
??: ROCKETS/PELICANS
?: 7:00pm/et
??: @nbatv",2018-12-29 15:47:40,2018,December,12,Saturday,afternoon,False,ccapela15â energy effort earns slam nbabreakdown rockets pelicans 7 00pm et nbatv,2019.0,True,False,4900000,0,1,0
2244,2244,323012,33381382,2018-12-29 13:49:31 EST,Album,?? the NBA standings ahead of tonightâ€™s action!,2018-12-29 13:49:31,2018,December,12,Saturday,afternoon,False,nba standings ahead tonightâ action,2019.0,True,False,0,0,1,0
2245,2245,470730,33381382,2018-12-29 01:41:12 EST,Album,"20 teams in action, 10 winners Friday night!",2018-12-29 01:41:12,2018,December,12,Saturday,deadzone,False,20 teams action 10 winners friday night,2019.0,True,False,0,0,1,0
2246,2246,598484,33381382,2018-12-28 23:55:43 EST,Video,@louwillville beats the halfcourt buzzer for the @laclippers!,2018-12-28 23:55:43,2018,December,12,Friday,postgame,False,louwillville beats halfcourt buzzer laclippers,2019.0,True,False,2100000,0,1,1
2247,2247,598484,33381382,2018-12-28 23:51:31 EST,Video,@zo recovers to set up @tysonchandler!,2018-12-28 23:51:31,2018,December,12,Friday,postgame,False,zo recovers set tysonchandler,2019.0,True,False,0,0,1,1
2248,2248,598484,33381382,2018-12-28 22:47:35 EST,Video,@antdavis23 puts up a season-high 48p/17r/W against @lukadoncicâ€™s career-high 34!,2018-12-28 22:47:35,2018,December,12,Friday,night,False,antdavis23 puts season high 48p 17r w lukadoncicâ career high 34,2019.0,True,False,0,1,1,1
2249,2249,656078,33381382,2018-12-28 22:46:07 EST,Video,@traeyoung pulls up from deep in OT!,2018-12-28 22:46:07,2018,December,12,Friday,night,False,traeyoung pulls deep ot,2019.0,True,False,0,0,1,1
2250,2250,603365,33381382,2018-12-28 22:45:39 EST,Video,@chrisbosh x @dwyanewade! #OneLastDance,2018-12-28 22:45:39,2018,December,12,Friday,night,False,chrisbosh x dwyanewade onelastdance,2019.0,True,False,0,1,1,1
2251,2251,656078,33381382,2018-12-28 22:44:10 EST,Video,@russwest44 to the rim with the left!,2018-12-28 22:44:10,2018,December,12,Friday,night,False,russwest44 rim left,2019.0,True,False,0,1,1,1
2252,2252,598484,33381382,2018-12-28 21:54:18 EST,Video,@antdavis23â€™s block sets up the @solohill SLAM!,2018-12-28 21:54:18,2018,December,12,Friday,night,False,antdavis23â block sets solohill slam,2019.0,True,False,0,1,1,1
2253,2253,598484,33381382,2018-12-28 21:35:06 EST,Video,@_tonyparker09 puts up 17 in the 4th in the @hornets W!,2018-12-28 21:35:06,2018,December,12,Friday,night,False,_tonyparker09 puts 17 4th hornets w,2019.0,True,False,2200000,0,1,1
2254,2254,719216,33381382,2018-12-28 21:11:39 EST,Video,Vince Carter with the behind-the-back dish!,2018-12-28 21:11:39,2018,December,12,Friday,night,False,vince carter behind back dish,2019.0,True,False,0,0,1,1
2255,2255,598484,33381382,2018-12-28 20:21:18 EST,Video,@laurimarkkanen goes baseline for the @chicagobulls SLAM!,2018-12-28 20:21:18,2018,December,12,Friday,evening,False,laurimarkkanen goes baseline chicagobulls slam,2019.0,True,False,4400000,0,1,0
2256,2256,598484,33381382,2018-12-28 19:53:53 EST,Video,@_kw15 steps back for the @hornets!,2018-12-28 19:53:53,2018,December,12,Friday,evening,False,_kw15 steps back hornets,2019.0,True,False,2200000,1,1,0
2257,2257,552326,33351209,2018-12-28 18:42:26 EST,Video,"The @laclippers move the ball for the @tobiasharris triple! #NBABreakdown
...
??: CLIPPERS/LAKERS
?: 10:30pm/et
??: @nbatv",2018-12-28 18:42:26,2018,December,12,Friday,evening,False,laclippers move ball tobiasharris triple nbabreakdown clippers lakers 10 30pm et nbatv,2019.0,True,False,10500000,0,1,0
2258,2258,504373,33351209,2018-12-28 16:38:30 EST,Video,"Ahead of tonightâ€™s @dallasmavs action (8:00pm/et @nbatv vs. NOP), we showcase @lukadoncicâ€™s stepback ability!",2018-12-28 16:38:30,2018,December,12,Friday,afternoon,False,ahead tonightâ dallasmavs action 8 00pm et nbatv vs nop showcase lukadoncicâ stepback ability,2019.0,True,False,1200000,0,1,0
2259,2259,658376,33351209,2018-12-28 15:01:12 EST,Video,Grant Napear and Doug Christie straight up lost it after Bogiâ€™s game winner ?? (repost @nbcsauthentic),2018-12-28 15:01:12,2018,December,12,Friday,afternoon,False,grant napear doug christie straight lost bogiâ game winner repost nbcsauthentic,2019.0,True,False,0,0,1,0
2260,2260,293737,33351209,2018-12-28 13:23:32 EST,Album,?? the #NBARooks stat leaders heading into tonightâ€™s action!,2018-12-28 13:23:32,2018,December,12,Friday,afternoon,False,nbarooks stat leaders heading tonightâ action,2019.0,True,False,0,0,1,0
2261,2261,255258,33351209,2018-12-28 09:00:36 EST,Album,?? all the angles of @bogdanbogdanovicâ€™s #TissotBuzzerBeater for the @sacramentokings win! #ThisIsYourTime,2018-12-28 09:00:36,2018,December,12,Friday,morning,False,angles bogdanbogdanovicâ tissotbuzzerbeater sacramentokings win thisisyourtime,2019.0,True,False,1100000,0,1,0
2262,2262,265371,33351209,2018-12-28 02:06:40 EST,Album,"The @houstonrockets, @bucks, @sacramentokings, @sixers and @trailblazers are each victorious Thursday night!",2018-12-28 02:06:40,2018,December,12,Friday,deadzone,False,houstonrockets bucks sacramentokings sixers trailblazers victorious thursday night,2019.0,True,False,9900000,0,1,0
2263,2263,667053,33351209,2018-12-28 01:21:15 EST,Video,?? Oaklandâ€™s @damianlillard wins it for the @trailblazers in OT!,2018-12-28 01:21:15,2018,December,12,Friday,deadzone,False,oaklandâ damianlillard wins trailblazers ot,2019.0,True,False,1400000,1,1,1
2264,2264,428068,33351209,2018-12-28 01:19:07 EST,Photo,Bounce!,2018-12-28 01:19:07,2018,December,12,Friday,deadzone,False,bounce,2019.0,True,False,0,0,1,1
2265,2265,412382,33351209,2018-12-28 01:02:03 EST,Photo,@easymoneysniper notches his second triple-double of the season for the @warriors with 26p/11a/10r! #TripleDoubleAlert,2018-12-28 01:02:03,2018,December,12,Friday,deadzone,False,easymoneysniper notches second triple double season warriors 26p 11a 10r tripledoublealert,2019.0,True,False,12100000,1,1,1
2266,2266,640294,33351209,2018-12-28 00:57:49 EST,Video,@easymoneysniperâ€™s triple send @trailblazers/@warriors to OT!,2018-12-28 00:57:49,2018,December,12,Friday,postgame,False,easymoneysniperâ triple send trailblazers warriors ot,2019.0,True,False,13500000,1,1,1
2267,2267,624167,33351209,2018-12-28 00:31:05 EST,Video,@bogdanbogdanovic with the #TissotBuzzerBeater triple for the @sacramentokings win! #ThisIsYourTime,2018-12-28 00:31:05,2018,December,12,Friday,postgame,False,bogdanbogdanovic tissotbuzzerbeater triple sacramentokings win thisisyourtime,2019.0,True,False,1100000,0,1,1
2268,2268,353548,33351209,2018-12-28 00:21:37 EST,Photo,@bensimmons notches his 5th triple-double of the season for the @sixers! #TripleDoubleAlert,2018-12-28 00:21:37,2018,December,12,Friday,postgame,False,bensimmons notches 5th triple double season sixers tripledoublealert,2019.0,True,False,1900000,1,1,1
2269,2269,394144,33351209,2018-12-28 00:16:48 EST,Photo,@zo notches his second triple-double of the season for the @lakers with 20p/12a/10r! #TripleDoubleAlert,2018-12-28 00:16:48,2018,December,12,Friday,postgame,False,zo notches second triple double season lakers 20p 12a 10r tripledoublealert,2019.0,True,False,8400000,0,1,1
2270,2270,712655,33351209,2018-12-27 23:29:11 EST,Video,"Fake the shot, fake the pass! (??: @nbaontnt)",2018-12-27 23:29:11,2018,December,12,Thursday,night,False,fake shot fake pass nbaontnt,2019.0,True,False,0,0,1,0
2271,2271,650094,33351209,2018-12-27 22:35:40 EST,Video,?? @swipathefox explodes to the rim for the @sacramentokings!!,2018-12-27 22:35:40,2018,December,12,Thursday,night,False,swipathefox explodes rim sacramentokings,2019.0,True,False,1100000,0,1,1
2272,2272,656540,33351209,2018-12-27 22:34:55 EST,Video,@jharden13 puts up 45 (sixth straight game with 35+) to lead the @houstonrockets!,2018-12-27 22:34:55,2018,December,12,Thursday,night,False,jharden13 puts 45 sixth straight game 35 lead houstonrockets,2019.0,True,False,3700000,1,1,1
2273,2273,650094,33351209,2018-12-27 22:31:18 EST,Video,??x?? @joelembiid (??: @nbaontnt),2018-12-27 22:31:18,2018,December,12,Thursday,night,False,x joelembiid nbaontnt,2019.0,True,False,0,1,1,1
2274,2274,650094,33351209,2018-12-27 22:08:59 EST,Video,???? @spidadmitchell (20.2 PPG) takes the floor for @nbaontnt (10:30pm/et) action!,2018-12-27 22:08:59,2018,December,12,Thursday,night,False,spidadmitchell 20 2 ppg takes floor nbaontnt 10 30pm et action,2019.0,True,False,0,0,1,1
2275,2275,867717,33351209,2018-12-27 21:16:50 EST,Video,@kyrieirving stops on a dime for the fadeaway! (??: @nbaontnt),2018-12-27 21:16:50,2018,December,12,Thursday,night,False,kyrieirving stops dime fadeaway nbaontnt,2019.0,True,False,0,2,1,0
2276,2276,713143,33351209,2018-12-27 20:45:22 EST,Video,@jharden13 breaks out for 17 (5/8 3FG) in the first quarter! (??: @nbaontnt),2018-12-27 20:45:22,2018,December,12,Thursday,evening,False,jharden13 breaks 17 5 8 3fg first quarter nbaontnt,2019.0,True,False,0,1,1,1
2277,2277,791543,33351209,2018-12-27 20:38:10 EST,Video,@kyrieirving spins to set up @youngamechanger! (??: @nbaontnt),2018-12-27 20:38:10,2018,December,12,Thursday,evening,False,kyrieirving spins set youngamechanger nbaontnt,2019.0,True,False,0,2,1,1
2278,2278,454307,33351209,2018-12-27 19:46:40 EST,Video,"Ahead of @sixers/@utahjazz (10:30pm/et @nbaontnt), we showcase @bensimmons & @ruuufioâ€™s best dimes!",2018-12-27 19:46:40,2018,December,12,Thursday,evening,False,ahead sixers utahjazz 10 30pm et nbaontnt showcase bensimmons ruuufioâ best dimes,2019.0,True,False,2714000,1,1,0
2279,2279,605490,33321487,2018-12-27 14:24:28 EST,Video,"The @celtics swarming defense sets up a transition triple! #NBABreakdown
...
??: ?? x ?? ?:8:00pm/et ??:@nbaontnt",2018-12-27 14:24:28,2018,December,12,Thursday,afternoon,False,celtics swarming defense sets transition triple nbabreakdown x 8 00pm et nbaontnt,2019.0,True,False,4200000,0,1,0
2280,2280,567364,33321487,2018-12-27 11:52:02 EST,Video,"Ahead of tonightâ€™s @sixers action in Utah (10:30pm/et TNT), listen in to @joelembiid micâ€™d up on Christmas! #NBAXmas",2018-12-27 11:52:02,2018,December,12,Thursday,lunch,False,ahead tonightâ sixers action utah 10 30pm et tnt listen joelembiid micâ christmas nbaxmas,2019.0,True,False,2714000,1,1,0
2281,2281,598505,33321487,2018-12-26 23:26:01 EST,Video,@lukadoncic just falls short of the triple-double with 21p/10a/9r in the @dallasmavs W!,2018-12-26 23:26:01,2018,December,12,Wednesday,night,False,lukadoncic falls short triple double 21p 10a 9r dallasmavs w,2019.0,True,False,1200000,0,1,0
2282,2282,719242,33321487,2018-12-26 22:45:19 EST,Video,Devin Harris stops on a dime!,2018-12-26 22:45:19,2018,December,12,Wednesday,night,False,devin harris stops dime,2019.0,True,False,0,0,1,1
2283,2283,608309,33321487,2018-12-26 22:27:36 EST,Video,#ThisIsWhyWePlay. @dwyanewade x @delonwright following a thrilling finish in Miami! #OneLastDance,2018-12-26 22:27:36,2018,December,12,Wednesday,night,False,thisiswhyweplay dwyanewade x delonwright following thrilling finish miami onelastdance,2019.0,True,False,3400000,1,1,1
2284,2284,656102,33321487,2018-12-26 22:14:48 EST,Video,Derrick Rose puts up 24 to lead the @timberwolves to victory in Chicago!,2018-12-26 22:14:48,2018,December,12,Wednesday,night,False,derrick rose puts 24 lead timberwolves victory chicago,2019.0,True,False,5900000,0,1,1
2285,2285,712668,33321487,2018-12-26 22:12:58 EST,Video,?? the top buckets down the stretch from @raptors 106-104 W in Miami!,2018-12-26 22:12:58,2018,December,12,Wednesday,night,False,top buckets stretch raptors 106 104 w miami,2019.0,True,False,5800000,0,1,1
2286,2286,338324,33321487,2018-12-26 21:14:44 EST,Photo,Congrats to @swish41 of the @dallasmavs for moving up to 4th on the all-time GAMES PLAYED list! #ThisIsWhyWePlay,2018-12-26 21:14:44,2018,December,12,Wednesday,night,False,congrats swish41 dallasmavs moving 4th time games played list thisiswhyweplay,2019.0,True,False,1200000,1,1,1
2287,2287,598505,33321487,2018-12-26 21:10:46 EST,Video,@lukadoncic with the dime & spin for the @dallasmavs!,2018-12-26 21:10:46,2018,December,12,Wednesday,night,False,lukadoncic dime spin dallasmavs,2019.0,True,False,1200000,0,1,1
2288,2288,719242,33321487,2018-12-26 20:23:52 EST,Video,D.Rose fades in Chicago!,2018-12-26 20:23:52,2018,December,12,Wednesday,evening,False,rose fades chicago,2019.0,True,False,4400000,0,1,1
2289,2289,661454,33321487,2018-12-26 20:22:43 EST,Video,#AirplaneMode @therea1djones takes flight!,2018-12-26 20:22:43,2018,December,12,Wednesday,evening,False,airplanemode therea1djones takes flight,2019.0,True,False,0,0,1,1
2290,2290,338324,33321487,2018-12-26 20:18:15 EST,Photo,@dwyanewade x @miamiheat #SunsetVice,2018-12-26 20:18:15,2018,December,12,Wednesday,evening,False,dwyanewade x miamiheat sunsetvice,2019.0,True,False,4400000,1,1,1
2291,2291,656102,33321487,2018-12-26 19:57:47 EST,Video,@hassanwhiteside spinning & slamming!,2018-12-26 19:57:47,2018,December,12,Wednesday,evening,False,hassanwhiteside spinning slamming,2019.0,True,False,0,0,1,1
2292,2292,598505,33321487,2018-12-26 19:42:00 EST,Video,@ianou76 finds the launchpad in Detroit for the @washwizards!,2018-12-26 19:42:00,2018,December,12,Wednesday,evening,False,ianou76 finds launchpad detroit washwizards,2019.0,True,False,1895000,0,1,1
2293,2293,787638,33289443,2018-12-26 19:05:08 EST,Video,?? listen in to the sounds of #NBAXmas! ??????,2018-12-26 19:05:08,2018,December,12,Wednesday,evening,False,listen sounds nbaxmas,2019.0,True,False,0,0,1,1
2294,2294,605501,33289443,2018-12-26 18:14:52 EST,Video,"Kawhi with the steal & SLAM for the @raptors! #NBABreakdown
...
??: RAPTORS/HEAT
?: 7:30pm/et
??: @nbatv",2018-12-26 18:14:52,2018,December,12,Wednesday,evening,False,kawhi steal slam raptors nbabreakdown raptors heat 7 30pm et nbatv,2019.0,True,False,5800000,1,1,0
2295,2295,460113,33289443,2018-12-26 16:24:35 EST,Video,"Ahead of tonightâ€™s @miamiheat action (7:30pm/et @nbatv), we showcase @bam1of1 & @therea1djones ABOVE the rim!",2018-12-26 16:24:35,2018,December,12,Wednesday,afternoon,False,ahead tonightâ miamiheat action 7 30pm et nbatv showcase bam1of1 therea1djones rim,2019.0,True,False,3400000,0,1,0
2296,2296,359449,33289443,2018-12-26 01:26:23 EST,Album,"The @houstonrockets, @celtics, @bucks, @lakers & @utahjazz are each victorious on Christmas! #NBAXmas",2018-12-26 01:26:23,2018,December,12,Wednesday,deadzone,False,houstonrockets celtics bucks lakers utahjazz victorious christmas nbaxmas,2019.0,True,False,18914000,0,1,1
2297,2297,619139,33289443,2018-12-26 01:02:56 EST,Video,@rudygobert27 patrols around he paint with 18p/14r/7b in @utahjazz #NBAXmas W!,2018-12-26 01:02:56,2018,December,12,Wednesday,deadzone,False,rudygobert27 patrols around paint 18p 14r 7b utahjazz nbaxmas w,2019.0,True,False,814000,1,1,1
2298,2298,672518,33289443,2018-12-26 00:52:08 EST,Video,@ruuufio & @rudygobert27 work the pick & roll to perfection! #NBAXmas (??: ESPN),2018-12-26 00:52:08,2018,December,12,Wednesday,postgame,False,ruuufio rudygobert27 work pick roll perfection nbaxmas espn,2019.0,True,False,0,1,1,0
2299,2299,813798,33289443,2018-12-25 23:26:16 EST,Video,@kingjames (17p/13r/5a) walks out with a @lakers #NBAXmas W!,2018-12-25 23:26:16,2018,December,12,Tuesday,night,False,kingjames 17p 13r 5a walks lakers nbaxmas w,2019.0,True,False,8400000,2,1,0
2300,2300,550428,33289443,2018-12-25 22:52:47 EST,Video,@rajonrondo (15p/10a/5r) & @ivicazubac (18p/11r) come up big in @lakers #NBAXmas W!,2018-12-25 22:52:47,2018,December,12,Tuesday,night,False,rajonrondo 15p 10a 5r ivicazubac 18p 11r come big lakers nbaxmas w,2019.0,True,False,8400000,0,1,1
2301,2301,655420,33289443,2018-12-25 22:10:11 EST,Video,@stephensonlance beats the buzzer for the @lakers! #NBAXmas (??: ABC/ESPN),2018-12-25 22:10:11,2018,December,12,Tuesday,night,False,stephensonlance beats buzzer lakers nbaxmas abc espn,2019.0,True,False,8400000,0,1,1
2302,2302,705321,33289443,2018-12-25 20:53:14 EST,Video,@stephencurry30 with the slick dime to @andre! #NBAXmas (??: ABC/ESPN),2018-12-25 20:53:14,2018,December,12,Tuesday,evening,False,stephencurry30 slick dime andre nbaxmas abc espn,2019.0,True,False,0,2,1,1
