"","Engagements","Followers","Created","Type","Description","datetime","year","month","month_int","weekday","day_time","is_playoffs","clean_words","season_yr","is_season","is_finals","Followers_Mentioned","all_nba","league_type","same_day_post","num_ats","num_hash","Type_num","wkdy_num","day_time_num"
"1720",402929,34327364,"2019-01-31 19:12:13 EST","Photo","The Western Conference @nbaallstar Reserves Pool! #NBAAllStar","2019-01-31 19:12:13",2019,"January",1,"Thursday","evening","False","western conference nbaallstar reserves pool nbaallstar",2019,"True","False",0,0,1,1,1,1,2,5,5
"1721",402929,34327364,"2019-01-31 19:03:42 EST","Photo","The Eastern Conference @nbaallstar Reserves Pool! #NBAAllStar","2019-01-31 19:03:42",2019,"January",1,"Thursday","evening","False","eastern conference nbaallstar reserves pool nbaallstar",2019,"True","False",0,0,1,1,1,1,2,5,5
"1722",637356,34327364,"2019-01-31 14:50:15 EST","Video","?? the @pskills43 spin move! ??
...
??: RAPTORS/BUCKS
?: 8:00pm/et
??: @nbaontnt","2019-01-31 14:50:15",2019,"January",1,"Thursday","afternoon","False","pskills43 spin move raptors bucks 8 00pm et nbaontnt",2019,"True","False",4200000,0,1,0,2,0,1,5,4
"1723",349584,34327364,"2019-01-31 12:49:40 EST","Photo","The EASTâ€™s TOP TWO meet tonight @nbaontnt.... WHO YA GOT?","2019-01-31 12:49:40",2019,"January",1,"Thursday","lunch","False","eastâ top two meet tonight nbaontnt ya got",2019,"True","False",0,0,1,0,1,0,2,5,3
"1724",404733,34327364,"2019-01-31 11:46:14 EST","Photo","Who do YOU think will be named an #NBAAllStar reserve tonight??","2019-01-31 11:46:14",2019,"January",1,"Thursday","lunch","False","think named nbaallstar reserve tonight",2019,"True","False",0,0,1,0,0,1,2,5,3
"1725",270378,34327364,"2019-01-31 09:06:34 EST","Album","?? all the angles of @karltownsâ€™ #TissotBuzzerBeater for the @timberwolves win! #ThisIsYourTime","2019-01-31 09:06:34",2019,"January",1,"Thursday","morning","False","angles karltownsâ tissotbuzzerbeater timberwolves win thisisyourtime",2019,"True","False",1500000,1,1,0,2,2,3,5,2
"1726",453424,34327364,"2019-01-31 00:59:40 EST","Album","Swipe through to recap Wednesdayâ€™s eight games around the NBA!","2019-01-31 00:59:40",2019,"January",1,"Thursday","postgame","False","swipe recap wednesdayâ eight games around nba",2019,"True","False",0,0,1,0,0,0,3,5,7
"1727",696265,34327364,"2019-01-30 23:14:35 EST","Video","@3jmccollum makes it 7/7 from the field with the alley-oop that went in!","2019-01-30 23:14:35",2019,"January",1,"Wednesday","night","False","3jmccollum makes 7 7 field alley oop went",2019,"True","False",0,0,1,0,1,0,1,4,6
"1728",645546,34327364,"2019-01-30 22:50:22 EST","Video","@karltowns with the #TissotBuzzerBeater for the @timberwolves win! #ThisYourTime","2019-01-30 22:50:22",2019,"January",1,"Wednesday","night","False","karltowns tissotbuzzerbeater timberwolves win thisyourtime",2019,"True","False",1500000,1,1,1,2,2,1,4,6
"1729",371285,34327364,"2019-01-30 22:16:33 EST","Photo","Nikola Jokic secured his 8th triple-double of the season for the @nuggets with 20p/13r/10a! #TripleDoubleAlert","2019-01-30 22:16:33",2019,"January",1,"Wednesday","night","False","nikola jokic secured 8th triple double season nuggets 20p 13r 10a tripledoublealert",2019,"True","False",946000,1,1,1,1,1,2,4,6
"1730",635143,34327364,"2019-01-30 21:57:48 EST","Video","@swish41 puts up a season-high 14 off the @dallasmavs bench!","2019-01-30 21:57:48",2019,"January",1,"Wednesday","night","False","swish41 puts season high 14 dallasmavs bench",2019,"True","False",1200000,1,1,1,2,0,1,4,6
"1731",337424,34327364,"2019-01-30 21:49:58 EST","Photo","@desmith4 secures his first triple-double of the season for the @dallasmavs with 13p/15a/10r! #TripleDoubleAlert","2019-01-30 21:49:58",2019,"January",1,"Wednesday","night","False","desmith4 secures first triple double season dallasmavs 13p 15a 10r tripledoublealert",2019,"True","False",1200000,0,1,1,2,1,2,4,6
"1732",696265,34327364,"2019-01-30 21:43:39 EST","Video","@karltowns throws it down off the drive!","2019-01-30 21:43:39",2019,"January",1,"Wednesday","night","False","karltowns throws drive",2019,"True","False",0,1,1,1,1,0,1,4,6
"1733",689902,34327364,"2019-01-30 21:26:54 EST","Video","@unclejeffgreen throws down a pair of vicious SLAMS for the @washwizards! (??: ESPN)","2019-01-30 21:26:54",2019,"January",1,"Wednesday","night","False","unclejeffgreen throws pair vicious slams washwizards espn",2019,"True","False",1000000,0,1,1,2,0,1,4,6
"1734",635143,34327364,"2019-01-30 21:21:26 EST","Video","@jaytatum0 extends for the oop from @gmb_chum12!","2019-01-30 21:21:26",2019,"January",1,"Wednesday","night","False","jaytatum0 extends oop gmb_chum12",2019,"True","False",0,0,1,1,2,0,1,4,6
"1735",763270,34327364,"2019-01-30 21:19:44 EST","Video","Nikola Jokic with the pin-point dime!!","2019-01-30 21:19:44",2019,"January",1,"Wednesday","night","False","nikola jokic pin point dime",2019,"True","False",0,1,1,1,0,0,1,4,6
"1736",696265,34327364,"2019-01-30 21:05:31 EST","Video","@lukadoncic beats the shot-clock buzzer with toss!","2019-01-30 21:05:31",2019,"January",1,"Wednesday","night","False","lukadoncic beats shot clock buzzer toss",2019,"True","False",0,0,1,1,1,0,1,4,6
"1737",635143,34327364,"2019-01-30 20:39:13 EST","Video","@fchwpo shows out for the @celtics!","2019-01-30 20:39:13",2019,"January",1,"Wednesday","evening","False","fchwpo shows celtics",2019,"True","False",4200000,0,1,0,2,0,1,4,5
"1738",696265,34327364,"2019-01-30 19:26:34 EST","Video","Thatâ€™s tough, @dmillerky!","2019-01-30 19:26:34",2019,"January",1,"Wednesday","evening","False","thatâ tough dmillerky",2019,"True","False",0,0,1,0,1,0,1,4,5
"1739",698704,34300664,"2019-01-30 16:40:54 EST","Video","@damianlillardâ€™s got range!! ...
??: JAZZ/BLAZERS
?: 10:30pm/et
??: ESPN","2019-01-30 16:40:54",2019,"January",1,"Wednesday","afternoon","False","damianlillardâ got range jazz blazers 10 30pm et espn",2019,"True","False",814000,1,1,0,1,0,1,4,4
"1740",586779,34300664,"2019-01-30 14:13:19 EST","Video","@turner_myles (2.8bpg, league leader) looks to protect the paint as the @pacers visit D.C. (8:00pm/et ESPN)!","2019-01-30 14:13:19",2019,"January",1,"Wednesday","afternoon","False","turner_myles 2 8bpg league leader looks protect paint pacers visit c 8 00pm et espn",2019,"True","False",1500000,0,1,0,2,0,1,4,4
"1741",249100,34300664,"2019-01-30 09:03:08 EST","Album","?? all the angles of @rudygayâ€™s #TissotBuzzerBeater for the @spurs win! #ThisIsYourTime","2019-01-30 09:03:08",2019,"January",1,"Wednesday","morning","False","angles rudygayâ tissotbuzzerbeater spurs win thisisyourtime",2019,"True","False",2600000,0,1,0,2,2,3,4,2
"1742",344337,34300664,"2019-01-30 08:14:03 EST","Album","????2019 @NBAAllStar Game Performers!????","2019-01-30 08:14:03",2019,"January",1,"Wednesday","morning","False","2019 nbaallstar game performers",2019,"True","False",0,0,1,0,1,0,3,4,2
"1743",417741,34300664,"2019-01-30 01:14:16 EST","Album","Swipe through to recap Tuesdayâ€™s NBA action!","2019-01-30 01:14:16",2019,"January",1,"Wednesday","deadzone","False","swipe recap tuesdayâ nba action",2019,"True","False",0,0,1,0,0,0,3,4,1
"1744",645767,34300664,"2019-01-30 00:20:34 EST","Video","@rajonrondo makes it easy for @ivicazubac! (??: @nbaontnt)","2019-01-30 00:20:34",2019,"January",1,"Wednesday","postgame","False","rajonrondo makes easy ivicazubac nbaontnt",2019,"True","False",0,0,1,0,3,0,1,4,7
"1745",763284,34300664,"2019-01-29 23:34:34 EST","Video","","2019-01-29 23:34:34",2019,"January",1,"Tuesday","postgame","False","",2019,"True","False",0,0,1,0,0,0,1,3,7
"1746",645558,34300664,"2019-01-29 23:15:10 EST","Video","@rudygay buries the #TissotBuzzerBeater for the @spurs win! #ThisIsYourTime","2019-01-29 23:15:10",2019,"January",1,"Tuesday","night","False","rudygay buries tissotbuzzerbeater spurs win thisisyourtime",2019,"True","False",2600000,0,1,0,2,2,1,3,6
"1747",629349,34300664,"2019-01-29 22:13:18 EST","Video","@jah8 takes flight for the @pelicansnba in Houston! (??: @nbaontnt)","2019-01-29 22:13:18",2019,"January",1,"Tuesday","night","False","jah8 takes flight pelicansnba houston nbaontnt",2019,"True","False",4900000,0,1,0,3,0,1,3,6
"1748",357188,34300664,"2019-01-29 21:18:51 EST","Photo","@russwest44 collects his 17th triple-double of the season for the @okcthunder with 23/14/14! #TripleDoubleAlert","2019-01-29 21:18:51",2019,"January",1,"Tuesday","night","False","russwest44 collects 17th triple double season okcthunder 23 14 14 tripledoublealert",2019,"True","False",4200000,1,1,0,2,1,2,3,6
"1749",635154,34300664,"2019-01-29 20:33:57 EST","Video","@giannis_an34 with the STRIP & SLAM for the @bucks!","2019-01-29 20:33:57",2019,"January",1,"Tuesday","evening","False","giannis_an34 strip slam bucks",2019,"True","False",1800000,1,1,1,2,0,1,3,5
"1750",635154,34300664,"2019-01-29 20:27:05 EST","Video","@ygtrece puts up 31 in the first half for the @okcthunder in Orlando!","2019-01-29 20:27:05",2019,"January",1,"Tuesday","evening","False","ygtrece puts 31 first half okcthunder orlando",2019,"True","False",5094000,1,1,1,2,0,1,3,5
"1751",432474,34300664,"2019-01-29 20:10:08 EST","Photo","Presenting the U.S. and World Team Rosters for the #MTNDEWICERisingStars at #NBAAllStar 2019!!","2019-01-29 20:10:08",2019,"January",1,"Tuesday","evening","False","presenting u world team rosters mtndewicerisingstars nbaallstar 2019",2019,"True","False",0,0,1,1,0,2,2,3,5
"1752",579396,34300664,"2019-01-29 19:45:48 EST","Video","Ahead of tonightâ€™s @sixers action in LA (10:30pm/et @nbaontnt), we showcase @joelembiidâ€™s fancy footwork!","2019-01-29 19:45:48",2019,"January",1,"Tuesday","evening","False","ahead tonightâ sixers action la 10 30pm et nbaontnt showcase joelembiidâ fancy footwork",2019,"True","False",4000000,1,1,0,3,0,1,3,5
"1753",309839,34271500,"2019-01-29 12:27:00 EST","Photo","The #MtnDewIceRisingStars rosters for #NBAAllStar 2019 will be revealed 8pm/et TONIGHT @nbaontnt! (repost @nbaallstar)","2019-01-29 12:27:00",2019,"January",1,"Tuesday","lunch","False","mtndewicerisingstars rosters nbaallstar 2019 revealed 8pm et tonight nbaontnt repost nbaallstar",2019,"True","False",0,0,1,0,2,2,2,3,3
"1754",326003,34271500,"2019-01-29 10:19:29 EST","Photo","Join us in wishing @marcgasol of the @memgrizz a HAPPY 34th BIRTHDAY! #NBABDAY","2019-01-29 10:19:29",2019,"January",1,"Tuesday","morning","False","join us wishing marcgasol memgrizz happy 34th birthday nbabday",2019,"True","False",740000,0,1,0,2,1,2,3,2
"1755",397059,34271500,"2019-01-29 01:16:29 EST","Album","The @warriors @hornets @celtics @nuggets & @atlhawks each WIN on Monday!","2019-01-29 01:16:29",2019,"January",1,"Tuesday","deadzone","False","warriors hornets celtics nuggets atlhawks win monday",2019,"True","False",20446000,0,1,0,5,0,3,3,1
"1756",629360,34271500,"2019-01-28 23:25:42 EST","Video","@louwillville sets up @trezz24! (??: @nbatv)","2019-01-28 23:25:42",2019,"January",1,"Monday","night","False","louwillville sets trezz24 nbatv",2019,"True","False",0,0,1,0,3,0,1,2,6
"1757",451851,34271500,"2019-01-28 21:45:57 EST","Photo","11 straight Ws for the @warriors! #DubNation","2019-01-28 21:45:57",2019,"January",1,"Monday","night","False","11 straight ws warriors dubnation",2019,"True","False",12100000,0,1,1,1,1,2,2,6
"1758",635166,34271500,"2019-01-28 21:17:52 EST","Video","@youngamechanger finds @gmb_chum12!","2019-01-28 21:17:52",2019,"January",1,"Monday","night","False","youngamechanger finds gmb_chum12",2019,"True","False",0,0,1,1,2,0,1,2,6
"1759",696291,34271500,"2019-01-28 21:13:50 EST","Video","How @thats_g_!","2019-01-28 21:13:50",2019,"January",1,"Monday","night","False","thats_g_",2019,"True","False",0,0,1,1,1,0,1,2,6
"1760",635166,34271500,"2019-01-28 21:12:46 EST","Video","What a pass by @_kw15 to @ahmad_monk!","2019-01-28 21:12:46",2019,"January",1,"Monday","night","False","pass _kw15 ahmad_monk",2019,"True","False",0,1,1,1,2,0,1,2,6
"1761",579407,34271500,"2019-01-28 20:56:56 EST","Video","@traeyoung from the bench... ahead of tonightâ€™s @atlhawks action in LA (10:30pm/et @nbatv)!","2019-01-28 20:56:56",2019,"January",1,"Monday","evening","False","traeyoung bench ahead tonightâ atlhawks action la 10 30pm et nbatv",2019,"True","False",3100000,0,1,1,3,0,1,2,5
"1762",742455,34271500,"2019-01-28 20:27:55 EST","Video","@stephencurry30 beats the buzzer from deep! (??: @nbatv)","2019-01-28 20:27:55",2019,"January",1,"Monday","evening","False","stephencurry30 beats buzzer deep nbatv",2019,"True","False",0,2,1,1,2,0,1,2,5
"1763",701970,34271500,"2019-01-28 19:44:22 EST","Video","A message from @vicoladipo. #Together4Vic","2019-01-28 19:44:22",2019,"January",1,"Monday","evening","False","message vicoladipo together4vic",2019,"True","False",0,1,1,0,1,1,1,2,5
"1764",637391,34242141,"2019-01-28 18:09:14 EST","Video","?? VINCE CARTER MICâ€™D UP for the @atlhawks! ??
...
??: HAWKS/CLIPPERS
?: 10:30pm/et
??: @nbatv","2019-01-28 18:09:14",2019,"January",1,"Monday","evening","False","vince carter micâ atlhawks hawks clippers 10 30pm et nbatv",2019,"True","False",3100000,0,1,0,2,0,1,2,5
"1765",789624,34242141,"2019-01-28 15:01:34 EST","Video","@kyrieirving or @ruuufio.. who had your fave assist of the week?? #StateFarmAssists","2019-01-28 15:01:34",2019,"January",1,"Monday","afternoon","False","kyrieirving ruuufio fave assist week statefarmassists",2019,"True","False",0,2,1,0,2,1,1,2,4
"1766",299076,34242141,"2019-01-28 12:01:02 EST","Album","?? the NBA stat leaders ahead of Week 16â€™s action!","2019-01-28 12:01:02",2019,"January",1,"Monday","lunch","False","nba stat leaders ahead week 16â action",2019,"True","False",0,0,1,0,0,0,3,2,3
"1767",374789,34242141,"2019-01-28 08:41:17 EST","Photo","Join us in wishing @andre of the @warriors a HAPPY 35th BIRTHDAY! #NBABDAY","2019-01-28 08:41:17",2019,"January",1,"Monday","morning","False","join us wishing andre warriors happy 35th birthday nbabday",2019,"True","False",12100000,0,1,0,2,1,2,2,2
"1768",327145,34242141,"2019-01-28 02:40:28 EST","Photo","Prospects from the @nbaacademy in Africa, China and India were surprised with a meet and greet with @DwyaneWade following tonightâ€™s @miamiheat game. A great end to a productive week of on-court training and off-court activities in NYC! #NBAAcademy","2019-01-28 02:40:28",2019,"January",1,"Monday","deadzone","False","prospects nbaacademy africa china india surprised meet greet dwyanewade following tonightâ miamiheat game great end productive week court training court activities nyc nbaacademy",2019,"True","False",3400000,1,1,0,3,1,2,2,1
"1769",435848,34242141,"2019-01-28 00:51:33 EST","Album","Swipe through to recap Sundayâ€™s 9 games!","2019-01-28 00:51:33",2019,"January",1,"Monday","postgame","False","swipe recap sundayâ 9 games",2019,"True","False",0,0,1,0,0,0,3,2,7
"1770",680097,34242141,"2019-01-27 22:40:04 EST","Video","@lukadoncic becomes the first teenager in @nbahistory to record a 30-pt triple-double with 35/12/10!","2019-01-27 22:40:04",2019,"January",1,"Sunday","night","False","lukadoncic becomes first teenager nbahistory record 30 pt triple double 35 12 10",2019,"True","False",0,0,1,1,2,0,1,1,6
"1771",680097,34242141,"2019-01-27 22:21:01 EST","Video","@dbook tosses it in for the @suns!","2019-01-27 22:21:01",2019,"January",1,"Sunday","night","False","dbook tosses suns",2019,"True","False",1000000,0,1,1,2,0,1,1,6
"1772",746057,34242141,"2019-01-27 22:05:58 EST","Video","@jharden13 puts up 40 points, 11 boards and 6 assists in the @houstonrockets W!","2019-01-27 22:05:58",2019,"January",1,"Sunday","night","False","jharden13 puts 40 points 11 boards 6 assists houstonrockets w",2019,"True","False",3700000,1,1,1,2,0,1,1,6
"1773",351688,34242141,"2019-01-27 21:42:49 EST","Photo","@lukadoncic notches his second career triple-double for the @dallasmavs with 35p/12r/10a! #TripleDoubleAlert","2019-01-27 21:42:49",2019,"January",1,"Sunday","night","False","lukadoncic notches second career triple double dallasmavs 35p 12r 10a tripledoublealert",2019,"True","False",1200000,0,1,1,2,1,2,1,6
"1774",746057,34242141,"2019-01-27 21:18:33 EST","Video","@jharden13 steps back for the clutch jumper in the @houstonrockets W!","2019-01-27 21:18:33",2019,"January",1,"Sunday","night","False","jharden13 steps back clutch jumper houstonrockets w",2019,"True","False",3700000,1,1,1,2,0,1,1,6
"1775",351688,34242141,"2019-01-27 20:59:46 EST","Photo","@russwest44 notches his 16th triple-double of the season for the @okcthunder with 13/13/11! #TripleDoubleAlert","2019-01-27 20:59:46",2019,"January",1,"Sunday","evening","False","russwest44 notches 16th triple double season okcthunder 13 13 11 tripledoublealert",2019,"True","False",4200000,1,1,1,2,1,2,1,5
"1776",751627,34242141,"2019-01-27 20:42:14 EST","Video","@dwyanewade spins for the bucket at MSG! #OneLastDance","2019-01-27 20:42:14",2019,"January",1,"Sunday","evening","False","dwyanewade spins bucket msg onelastdance",2019,"True","False",0,1,1,1,1,1,1,1,5
"1777",746057,34242141,"2019-01-27 20:19:23 EST","Video","@jharden13 thread the needle to @kennethfaried35 for the SLAM!","2019-01-27 20:19:23",2019,"January",1,"Sunday","evening","False","jharden13 thread needle kennethfaried35 slam",2019,"True","False",0,1,1,1,2,0,1,1,5
"1778",680110,34214112,"2019-01-27 19:37:40 EST","Video","@dwyanewade already putting on a show in the Garden! (repost @miamiheat)","2019-01-27 19:37:40",2019,"January",1,"Sunday","evening","False","dwyanewade already putting show garden repost miamiheat",2019,"True","False",3400000,1,1,1,2,0,1,1,5
"1779",680110,34214112,"2019-01-27 19:36:04 EST","Video","@stevenadams runs the break for the @okcthunder on ESPN!","2019-01-27 19:36:04",2019,"January",1,"Sunday","evening","False","stevenadams runs break okcthunder espn",2019,"True","False",4200000,0,1,1,2,0,1,1,5
"1780",680110,34214112,"2019-01-27 19:33:42 EST","Video","@desmith4 cuts backdoor for the lob from @lukadoncic!","2019-01-27 19:33:42",2019,"January",1,"Sunday","evening","False","desmith4 cuts backdoor lob lukadoncic",2019,"True","False",0,0,1,1,2,0,1,1,5
"1781",680110,34214112,"2019-01-27 19:22:55 EST","Video","@ygtrece puts up 21 for the @okcthunder in the first half on ESPN!","2019-01-27 19:22:55",2019,"January",1,"Sunday","evening","False","ygtrece puts 21 okcthunder first half espn",2019,"True","False",4200000,1,1,1,2,0,1,1,5
"1782",682480,34214112,"2019-01-27 16:49:08 EST","Video","@louwillville ?? @trezz24 ??","2019-01-27 16:49:08",2019,"January",1,"Sunday","afternoon","False","louwillville trezz24",2019,"True","False",0,0,1,0,2,0,1,1,4
"1783",305071,34214112,"2019-01-27 13:17:15 EST","Album","Get your @nbaallstar gear NOW from @nbastore! (TAP to SHOP)","2019-01-27 13:17:15",2019,"January",1,"Sunday","afternoon","False","get nbaallstar gear nbastore tap shop",2019,"True","False",0,0,1,0,2,0,3,1,4
"1784",314831,34214112,"2019-01-27 00:37:18 EST","Album","The @warriors @nuggets @trailblazers @spurs and @memgrizz each WIN on Saturday!","2019-01-27 00:37:18",2019,"January",1,"Sunday","postgame","False","warriors nuggets trailblazers spurs memgrizz win saturday",2019,"True","False",17786000,0,1,1,5,0,3,1,7
"1785",359601,34214112,"2019-01-27 00:25:49 EST","Photo","@3jmccollum notches his first career triple-double with 28/10/10 for the @trailblazers! #TripleDoubleAlert","2019-01-27 00:25:49",2019,"January",1,"Sunday","postgame","False","3jmccollum notches first career triple double 28 10 10 trailblazers tripledoublealert",2019,"True","False",1400000,0,1,1,2,1,2,1,7
"1786",416721,34214112,"2019-01-26 23:44:05 EST","Photo","Nikola Jokic secures his 7th triple-double of the season for the @nuggets with 32p/18r/10a! #TripleDoubleAlert","2019-01-26 23:44:05",2019,"January",1,"Saturday","postgame","False","nikola jokic secures 7th triple double season nuggets 32p 18r 10a tripledoublealert",2019,"True","False",946000,1,1,0,1,1,2,7,7
"1787",907781,34214112,"2019-01-26 23:26:02 EST","Video","@easymoneysniper (33p/9r) and @kyrieirving (32p/10a) duel in Boston!","2019-01-26 23:26:02",2019,"January",1,"Saturday","night","False","easymoneysniper 33p 9r kyrieirving 32p 10a duel boston",2019,"True","False",4200000,1,1,1,2,0,1,7,6
"1788",777351,34214112,"2019-01-26 23:23:53 EST","Video","@warriors/@celtics goes down the wire!","2019-01-26 23:23:53",2019,"January",1,"Saturday","night","False","warriors celtics goes wire",2019,"True","False",16300000,0,1,1,2,0,1,7,6
"1789",486068,34214112,"2019-01-26 22:56:50 EST","Photo","10 straight Ws for the @warriors!","2019-01-26 22:56:50",2019,"January",1,"Saturday","night","False","10 straight ws warriors",2019,"True","False",12100000,0,1,1,1,0,2,7,6
"1790",791575,34214112,"2019-01-26 22:51:02 EST","Video","Kyrie being Kyrie! #NBAonABC","2019-01-26 22:51:02",2019,"January",1,"Saturday","night","False","kyrie kyrie nbaonabc",2019,"True","False",0,2,1,1,0,1,1,7,6
"1791",745560,34214112,"2019-01-26 22:05:31 EST","Video","@turner_myles wonâ€™t be denied!","2019-01-26 22:05:31",2019,"January",1,"Saturday","night","False","turner_myles wonâ denied",2019,"True","False",0,0,1,1,1,0,1,7,6
"1792",895013,34214112,"2019-01-26 22:04:45 EST","Video","???? #HoopsForTroops ????","2019-01-26 22:04:45",2019,"January",1,"Saturday","night","False","hoopsfortroops",2019,"True","False",0,0,1,1,0,1,1,7,6
"1793",946139,34214112,"2019-01-26 21:50:49 EST","Video","@kyrieirving (19p) and @stephencurry30 (17p) go back & forth in the first half! #NBAonABC","2019-01-26 21:50:49",2019,"January",1,"Saturday","night","False","kyrieirving 19p stephencurry30 17p go back forth first half nbaonabc",2019,"True","False",0,2,1,1,2,1,1,7,6
"1794",680110,34214112,"2019-01-26 21:32:17 EST","Video","@thats_g_ in transition for the @nuggets!","2019-01-26 21:32:17",2019,"January",1,"Saturday","night","False","thats_g_ transition nuggets",2019,"True","False",946000,0,1,1,2,0,1,7,6
"1795",802018,34214112,"2019-01-26 21:03:53 EST","Video","@kyrieirving slips it to @alhorford for the @celtics! #NBAonABC","2019-01-26 21:03:53",2019,"January",1,"Saturday","night","False","kyrieirving slips alhorford celtics nbaonabc",2019,"True","False",4200000,1,1,1,3,1,1,7,6
"1796",658696,34214112,"2019-01-26 20:55:19 EST","Video","@boogiecousins leads the break & finds @easymoneysniper! #NBAonABC","2019-01-26 20:55:19",2019,"January",1,"Saturday","evening","False","boogiecousins leads break finds easymoneysniper nbaonabc",2019,"True","False",0,1,1,1,2,1,1,7,5
"1797",817785,34214112,"2019-01-26 20:43:28 EST","Video","???? @warriors 9-game win streak vs. @celtics 5-game win streak... NOW on #NBAonABC!","2019-01-26 20:43:28",2019,"January",1,"Saturday","evening","False","warriors 9 game win streak vs celtics 5 game win streak nbaonabc",2019,"True","False",16300000,0,1,1,2,1,1,7,5
"1798",850957,34187648,"2019-01-26 19:39:33 EST","Video","@stephencurry30 3 straight from the LOGO + uses the arc on the pull-up. #DubNation (??: 8:30pm/et, #NBAonABC)","2019-01-26 19:39:33",2019,"January",1,"Saturday","evening","False","stephencurry30 3 straight logo uses arc pull dubnation 8 30pm et nbaonabc",2019,"True","False",0,2,1,0,1,2,1,7,5
"1799",853794,34187648,"2019-01-26 17:38:59 EST","Video","@kyrieirving pregame warmup off the bounce ahead @warriors/@celtics on #NBAonABC (8:30pm/et). #CUsRise","2019-01-26 17:38:59",2019,"January",1,"Saturday","evening","False","kyrieirving pregame warmup bounce ahead warriors celtics nbaonabc 8 30pm et cusrise",2019,"True","False",16300000,2,1,0,3,2,1,7,5
"1800",523515,34187648,"2019-01-26 14:17:54 EST","Photo","Tonightâ€™s #NBAonABC Saturday Primetime action features @stephencurry30 & the @warriors visiting @kyrieirving & the @celtics!","2019-01-26 14:17:54",2019,"January",1,"Saturday","afternoon","False","tonightâ nbaonabc saturday primetime action features stephencurry30 warriors visiting kyrieirving celtics",2019,"True","False",16300000,2,1,0,4,1,2,7,4
"1801",380345,34187648,"2019-01-26 08:38:03 EST","Photo","Join us in wishing VINCE CARTER of the @atlhawks a HAPPY 42nd BIRTHDAY! #NBABDAY","2019-01-26 08:38:03",2019,"January",1,"Saturday","morning","False","join us wishing vince carter atlhawks happy 42nd birthday nbabday",2019,"True","False",1000000,0,1,0,1,1,2,7,2
"1802",416993,34187648,"2019-01-25 23:43:02 EST","Album","Swipe through to recap Fridayâ€™s 10 games!","2019-01-25 23:43:02",2019,"January",1,"Friday","postgame","False","swipe recap fridayâ 10 games",2019,"True","False",0,0,1,0,0,0,3,6,7
"1803",696328,34187648,"2019-01-25 23:03:48 EST","Video","@giannis_an34 spins for the SLAM!","2019-01-25 23:03:48",2019,"January",1,"Friday","night","False","giannis_an34 spins slam",2019,"True","False",0,1,1,1,1,0,1,6,6
"1804",696328,34187648,"2019-01-25 23:02:42 EST","Video","@lukadoncic steps back for 30!","2019-01-25 23:02:42",2019,"January",1,"Friday","night","False","lukadoncic steps back 30",2019,"True","False",0,0,1,1,1,0,1,6,6
"1805",344401,34187648,"2019-01-25 22:31:27 EST","Photo","@louwillville notches his first career triple-double with 31p/10r/10a off the @laclippers bench! #TripleDoubleAlert","2019-01-25 22:31:27",2019,"January",1,"Friday","night","False","louwillville notches first career triple double 31p 10r 10a laclippers bench tripledoublealert",2019,"True","False",2100000,0,1,0,2,1,2,6,6
"1806",696328,34187648,"2019-01-25 21:52:47 EST","Video","@deandre runs the floor!!","2019-01-25 21:52:47",2019,"January",1,"Friday","night","False","deandre runs floor",2019,"True","False",0,0,1,1,1,0,1,6,6
"1807",640381,34187648,"2019-01-25 21:38:14 EST","Video","@dwyanewade flushes it home for the @miamiheat in Cleveland! #OneLastDance","2019-01-25 21:38:14",2019,"January",1,"Friday","night","False","dwyanewade flushes home miamiheat cleveland onelastdance",2019,"True","False",10600000,1,1,1,2,1,1,6,6
"1808",635200,34187648,"2019-01-25 21:30:23 EST","Video","The @orlandomagic turn defense into offense... highlighted by the @3tross1 SLAM!","2019-01-25 21:30:23",2019,"January",1,"Friday","night","False","orlandomagic turn defense offense highlighted 3tross1 slam",2019,"True","False",894000,0,1,1,2,0,1,6,6
"1809",689964,34187648,"2019-01-25 20:46:24 EST","Video","@officialeg10 takes flight for the @houstonrockets! (??: ESPN)","2019-01-25 20:46:24",2019,"January",1,"Friday","evening","False","officialeg10 takes flight houstonrockets espn",2019,"True","False",3700000,0,1,1,2,0,1,6,5
"1810",696328,34187648,"2019-01-25 20:03:01 EST","Video","Watch your head, @youngheirgordon!","2019-01-25 20:03:01",2019,"January",1,"Friday","evening","False","watch head youngheirgordon",2019,"True","False",0,0,1,1,1,0,1,6,5
"1811",689977,34156512,"2019-01-25 19:29:46 EST","Video","@unclejeffgreen with the ?? for the @washwizards in Orlando!","2019-01-25 19:29:46",2019,"January",1,"Friday","evening","False","unclejeffgreen washwizards orlando",2019,"True","False",1894000,0,1,1,2,0,1,6,5
"1812",763353,34156512,"2019-01-25 19:29:23 EST","Video","James Harden & Kawhi Leonard hit the floor for tonightâ€™s ESPN action (8:00pm/et) in Houston!","2019-01-25 19:29:23",2019,"January",1,"Friday","evening","False","james harden kawhi leonard hit floor tonightâ espn action 8 00pm et houston",2019,"True","False",3700000,1,1,1,0,0,1,6,5
"1813",428739,34156512,"2019-01-25 18:54:05 EST","Photo","?? 52.2 PPG in last 5 games ??
...
??: RAPTORS/ROCKETS
?: 8:00pm/et
??: ESPN","2019-01-25 18:54:05",2019,"January",1,"Friday","evening","False","52 2 ppg last 5 games raptors rockets 8 00pm et espn",2019,"True","False",6100000,0,1,0,0,0,2,6,5
